Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Activation of NIMA Kinases NEK9, NEK6, NEK7	3/7	0.000867505120956571	0.00896758200616735	3	0.428571428571429	CCNB2;CCNB1;PLK1
Fanconi Anemia Pathway	6/38	0.000881401205956935	0.00900650197811167	6	0.157894736842105	FANCI;EME1;FANCD2;UBE2T;FANCE;FANCG
APC-Cdc20 Mediated Degradation of Nek2A	5/26	0.000945720862330329	0.00955393007513253	5	0.192307692307692	CDC20;UBE2C;BUB1B;NEK2;MAD2L1
Transcription of E2F Targets Under Neg Control by P107 (RBL1) and P130 (RBL2) in Complex With HDAC1	4/16	0.00110820748597211	0.0110696230902158	4	0.25	CCNA2;E2F1;MYBL2;LIN9
ChREBP Activates Metabolic Gene Expression	3/8	0.00135701680991493	0.0132415094389156	3	0.375	FASN;AGPAT1;ACACA
DNA Replication Initiation	3/8	0.00135701680991493	0.0132415094389156	3	0.375	PRIM2;POLE2;PRIM1
Regulation of Cholesterol Biosynthesis by SREBP (SREBF)	7/56	0.00139539398615189	0.0132415094389156	7	0.125	FDPS;SQLE;SCD;FASN;LSS;SREBF2;ACACA
Aberrant Regulation of Mitotic G1 S Transition in Cancer Due to RB1 Defects	4/17	0.00141494534527313	0.0132415094389156	4	0.235294117647059	CCNE2;CCNE1;E2F1;E2F2
Defective Binding of RB1 Mutants to E2F1,(E2F2, E2F3)	4/17	0.00141494534527313	0.0132415094389156	4	0.235294117647059	CCNE2;CCNE1;E2F1;E2F2
AURKA Activation by TPX2	8/72	0.00141500944510346	0.0132415094389156	8	0.111111111111111	PLK4;TPX2;CEP152;PLK1;CEP72;NEK2;HMMR;AURKA
Cellular Senescence	13/167	0.00166744845199351	0.0154412674356482	13	0.0778443113772455	CDKN2B;CDKN2C;UBE2C;CDKN2A;EHMT2;HMGA1;LMNB1;CCNA2;CCNE2;CCNE1;E2F1;E2F2;EZH2
Orc1 Removal From Chromatin	7/58	0.00171806727746021	0.0157459980377539	7	0.120689655172414	CCNA2;MCM8;MCM3;MCM4;MCM6;CDC6;MCM2
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	4/18	0.0017762669305176	0.0161132785839811	4	0.222222222222222	CCNB1;SFN;CDC25C;AURKA
MET Activates PTK2 Signaling	5/30	0.00185550115308763	0.0166620255060091	5	0.166666666666667	COL2A1;COL11A1;COL5A3;LAMA3;LAMC1
Multifunctional Anion Exchangers	3/9	0.00199014472422974	0.0176923865984024	3	0.333333333333333	SLC26A7;SLC26A3;SLC26A6
