Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Myocardial Ischemia	78/448	9.83564906391246e-21	4.09510141613955e-18	78	0.174107142857143	HSPB6;CLEC10A;SERPINE1;FHL2;AQP4;AREG;CXCL2;SLC8A1;CYR61;GHR;ZFP36;EDNRB;PDE4B;CD38;MBL2;IGFBP3;HGF;MMP2;IL18;AMPD1;ANK2;ABCC9;HBA1;F3;DCN;ACE2;IL1B;AGTR1;LPA;TLR4;ATF3;CRP;C1QB;CETP;ADH1C;ADH1B;CHRNA4;CTTNBP2;GSTP1;TNFRSF11B;ADRB1;SLC5A1;PTGS2;CYP2C19;CYP3A4;SOCS3;CYP2B6;ADAMTS13;NPC1L1;CCL4;CCL3;HMOX1;CCL2;NCAM1;CD14;EGR1;EGR2;GCKR;GK;GCH1;EPHX2;PLA2G2A;IGF2;IGF1;KLF4;ESR1;SELE;SELP;CYP2C9;RCAN1;NR4A1;ALDH6A1;IL6;CXCL12;SELL;FXYD1;ID1;ID3
Kidney Diseases	96/639	1.53785597053617e-20	6.04719142191944e-18	96	0.150234741784038	EPO;TREH;SERPINE1;DBH;ADRA1B;ADRA1A;CNDP1;NR3C2;IGHG3;GHR;THBD;ZFP36;FCGR3A;EDNRB;BASP1;CA2;STAB1;LEPR;CD38;MLYCD;MBL2;RAG1;MMP7;IGFBP3;HGF;MMP2;BGN;IL18;CYBB;APOA4;HBA1;F3;ADRA2B;DCN;ACE2;CYP2A6;SFRP1;IL1B;COL4A4;AGTR1;GAS1;CYP2E1;LPA;HPD;FREM1;TLR4;MS4A1;CFTR;ENG;CRP;CETP;GSTP1;PROZ;TGFA;LCAT;GATA3;VTCN1;CXCR6;PTGS2;CYP3A4;THBS1;PKHD1;SOCS3;CYP2B6;KLRK1;SULT1E1;CCL5;HMOX1;CCL2;NCAM1;PRODH;XDH;FGF23;NGFR;EGR1;IL33;GCKR;PLA2G2A;GZMB;IGF1;ESR1;DHODH;GADD45G;CYP2C9;NR4A1;CYP2C8;IL6;SELL;ID1;SAA1;FAS;ALPL;CLC;FMOD;FCGR2B;HAMP
Mammary Neoplasms	229/2387	6.69742698756536e-20	2.49496780094672e-17	229	0.0959363217427734	CDA;VIPR1;MT1L;CLEC10A;MT1M;SERPINE1;MT1X;SPINT2;CLDN2;ANTXR2;EDNRB;MYC;PTGDS;PRIMA1;GABARAPL1;EREG;SIGIRR;ACE2;AR;TIAM1;SFRP1;MT1A;SFRP5;RBP1;AGTR1;MT1F;MT1G;MT1H;CYP2E1;MT1B;ATF3;EPHA3;CFTR;EPHA2;SHMT1;SLC22A1;FPR1;TGFA;GATA3;CD1D;CD79A;CYP2B6;KLRK1;MT1JP;EPB41L3;SLC19A3;HMOX1;CD14;PROM1;NGFR;EGR1;FOXF1;PDE2A;IGF2;IGF1;PBX1;FOSL1;CYP2C9;CYP2C8;GJB2;ID1;CYP1A2;ID4;CYP1A1;SNAI1;PEMT;FAT4;HAMP;APOBEC3A;DIRAS3;ITK;IL24;AREG;SERPINA4;AKAP12;RSPO3;PHGDH;ANXA8;DUSP2;MME;FOS;F3;CBFA2T3;F8;ZEB2;NCOR1;CEACAM6;IL1B;RARB;HCLS1;TFF2;TFF1;ANGPTL4;TLR4;ENG;C1QA;ADH1C;ADH1B;GSTP1;PTGER2;NR1I2;KCNA3;PTN;PTGS2;PTGS1;RELN;SULT1E1;HSD17B2;XDH;IL33;BCHE;GABRP;CCL21;LILRB1;LYVE1;KLK11;SULF2;KRT19;FOSB;FAS;LGR6;SIGLEC7;SLC28A1;EPO;CD80;NR3C2;RGS2;ZFP36;DACH1;TNN;ADORA3;LEPR;COTL1;IL13RA2;PHLDA1;SH3GL2;PDGFRA;SEMA6A;IGFBP3;HGF;UGT2B15;LIFR;IGFALS;SLC27A2;S100A8;ABCG2;CD274;CSF1R;CHRNA4;TNFRSF11B;GLYAT;CYP2C19;CYP2C18;SOCS2;SOCS3;SLCO1B3;WNT2;RAI2;TGFB3;TFPI2;ESR1;SELE;BMP6;TNFRSF10D;BMP5;SELP;SLC2A9;NR4A1;PTPRB;IL6;RALYL;CXCL12;NAT1;TRPV6;NAT2;CNTN3;SHBG;FGFR2;TAT;FHL2;OXT;SLC2A3;CXCL1;CXCL2;CYR61;RND1;GHR;FCGR3A;ADAMTS1;MBL2;DACT1;MMP7;PTGIS;MMP2;MYEOV;CYP3A43;PLA2G4A;NRG1;SSTR1;DCN;ALDH1A3;CYP2A6;AIM2;MMRN1;ITGA9;ITIH5;CAMK2B;BCL2A1;HPGD;NTN4;HSD17B13;CYP3A4;THBS1;WNT11;CCL5;CCL4;CCL3;CCL2;FYN;NCAM1;WASF3;LUM;GZMB;KLF4;PTPN13;CD4;IL2RB;THRSP;TEK
Hypertensive disease	149/1310	3.0721033564329e-19	1.0872173778416e-16	149	0.113740458015267	ACSM3;EPO;SERPINE1;AQP4;SLC4A4;SLC8A1;NR3C2;RGS2;EDNRB;LEPR;MLYCD;PRSS8;EPHB1;RAG1;CA13;PDGFRA;SDS;SEMA6A;IGFBP3;HGF;NPY1R;CYBB;LDOC1;ACE2;AR;COL4A4;AGTR1;LPA;ATF3;EPHA3;CETP;SUCNR1;SHMT1;NPR3;FPR1;TGFA;TNFRSF11B;ADRB1;CYP2C19;CYP2C18;HSD11B1;PKHD1;CYP2B6;CDH23;S100A12;HMOX1;CYP2J2;NGFR;EGR1;TSLP;AGXT2;FOXF1;TGFB3;CYP4F2;EPHX2;IGF2;SMAD9;ESRRG;IGF1;PPBP;ESR1;SELE;SELP;SLC2A9;CYP2C9;CYP2C8;IL6;VNN1;NR4A3;SELL;NAT2;TBXAS1;ID1;CYP1A2;GPR182;CYP1A1;SNAI1;CNTN4;SHBG;FGFR2;FHL1;CYP4A22;OXT;GPT;SLC2A3;DBH;ADRA1B;ADRA1A;CXCL2;CYR61;GHR;THBD;C1QTNF1;KYNU;PRKG1;MBL2;DUSP5;DUSP2;MMP7;PTGIS;MME;MMP2;CYP4A11;BGN;IL18;APOA4;ABCC9;FOS;F3;APOA5;ADRA2B;DCN;TGFBR3;CYP2A6;IL1B;TLR4;ENG;CRP;PLEKHH2;ADH1B;GSTP1;NR1I2;KCNA3;SLC3A1;CXCR6;PTGS2;CYP3A4;THBS1;PTGS1;GNA14;PDE11A;NPW;CCL2;XDH;WASF3;GCH1;CCL21;GCGR;F11;B3GAT1;KLF4;SLCO4C1;SARDH;FOSB;TEK;CLC;KLKB1;CBLN2;OTC
Metabolic Syndrome X	83/548	4.24585612123445e-18	1.43105569648083e-15	83	0.151459854014599	STEAP4;ACSM3;EPO;CCL4L2;SERPINE1;GPT;SLC4A4;ADRA1A;CYR61;NR3C2;ZFP36;RGS2;CPT2;STAB1;LEPR;CD38;PTGDS;RAG1;MME;NPY5R;IGFBP3;HGF;IL18;PLA2G4A;APOA4;ANK2;IRAK3;ADRA2B;APOA5;AR;SFRP1;ANGPTL6;IL1B;LPAL2;AGTR1;ANGPTL3;ANGPTL4;MT1B;TLR4;ATF3;CFTR;ABCG2;CRP;CAMK2B;CETP;NR1I3;NR1I2;LCAT;TNFRSF11B;CXCR6;PTGS2;CYP3A4;THBS1;HSD11B1;SOCS3;ADAMTS13;SULT1E1;CCL5;CCL4;HMOX1;CCL2;CD14;PCK1;FGF23;BCHE;GCKR;TSLP;SRD5A2;CYP4F2;EPHX2;PLA2G2A;APOC4;IGF2;IGF1;ESR1;SELE;TM6SF2;SLC2A9;IL6;RALYL;SNAI1;SHBG;HAMP
Arthritis	90/630	7.28634919357274e-18	2.34421725418672e-15	90	0.142857142857143	IGHM;CXCL6;SIGLEC9;STEAP4;CD80;TAT;SERPINE1;FHL2;STAB2;PTPN22;CXCL1;CXCL2;SERPINA4;CYR61;THBD;ZFP36;FCGR3A;FCGR3B;VSIG4;SLC16A4;MBL2;RAG1;SEMA6A;HGD;FCRL3;IGFBP3;HGF;MMP2;SFTPD;IL18;CYBB;PLA2G4A;LIFR;FOS;F3;EREG;AR;SFRP1;FOLH1;IL1B;ANGPTL4;MASP1;DNASE1L3;TLR4;MS4A1;S100A8;CRP;CD274;HPGD;NR1I2;TNFRSF11B;NLRC4;CXCR6;PTGS2;THBS1;PTGS1;SOCS3;CD79A;C6;CYP2B6;ADAMTS13;CCL5;CCL3;CCL2;CCR1;IL33;TSLP;GADD45B;GCH1;PLA2G2A;PRG4;PPBP;ESR1;BMP6;DHODH;NR4A2;MARCO;IL6;CXCL12;SELL;HLA-DPB1;SAA1;FOSB;FAS;SPRY2;CD69;TEK;FCGR2B;KLKB1;F2RL2
Fibrosis, Liver	82/545	1.02344028561989e-17	3.14952623548592e-15	82	0.15045871559633	VIPR1;COL14A1;CCL4L2;SERPINE1;HBB;GPT;SPINT2;AREG;ADRA1A;CYR61;ADAMTS1;LEPR;PDE4B;CD38;HGFAC;MBL2;PDGFRA;SEMA6A;MMP7;HGF;MMP2;CYBB;PLA2G4A;PCOLCE;F3;DCN;FNDC5;ACE2;ZEB2;MMRN1;IL1B;GPD1;AGTR1;FETUB;CYP2E1;MASP1;MT1B;TLR4;ENG;RBMS3;CRP;C1QB;ABCB4;NR1I2;SLC22A1;TGFA;CXCR6;PTGS2;CYP3A4;THBS1;FBLN5;SOCS3;CYP2B6;CCL5;CCL4;HMOX1;CCL2;CD14;SLC17A2;CCR1;NGFR;EGR1;IL33;GCKR;SLC10A1;LUM;GDF2;IGF1;PTPN13;TM6SF2;MFAP4;CYP26A1;IL6;LHX2;POU2AF1;CYP1A2;FAS;SPRY2;FMOD;HAMP;FGFR2;OTC
Endometriosis	100/749	1.13579508945902e-17	3.34964901799623e-15	100	0.133511348464619	EPO;SERPINE1;IL1RAP;RXFP1;CXCL14;NR3C2;LEPR;PDGFRA;IGFBP3;HGF;AR;SFRP1;CRISPLD2;RBP1;AGTR1;CD226;LPA;CSF1R;SLC1A1;TNFRSF11B;CYP2C19;CYP2B6;KLRK1;C9;IGFBP6;KLRC1;NPTX2;CCR1;EGR1;TSLP;SRD5A2;SH2D1A;IGF1;ESR1;CYP26A1;NR4A1;GJB2;IL6;CXCL12;SELL;NAT2;CYP1A2;UST;CYP1A1;IL7R;FGFR2;LAMC3;LRRK2;PTPN22;CXCL1;SLC2A3;AREG;CYR61;CA2;ITGB8;HS3ST3B1;DUSP2;MMP7;MME;FCRL3;MMP2;IL18;ABCC9;FOS;F3;DCN;NCOR1;SLC7A8;IL1B;RARB;TLR4;MS4A1;CCL14;HPGD;GSTP1;PTGER2;NR1I2;HSD17B13;PTN;PTGS2;THBS1;SULT1E1;ABI3BP;CCL5;NTF3;HSD17B2;CCL2;NCAM1;NTRK2;IL33;CCL21;PLA2G2A;FMO2;LILRB1;LILRB2;SULF2;AXL;IL2RB;HLA-DPB1;TEK
Cirrhosis	71/433	1.66989165128715e-17	4.72779724312418e-15	71	0.163972286374134	VIPR1;STEAP3;HHIP;CCL4L2;FHL2;PRF1;GPT;CXCL1;AREG;GHR;HK3;EDNRB;BMPER;LEPR;MBL2;MMP7;HGF;IL18;F3;DCN;CYP2A6;AIM2;MMRN1;IL1B;RBP1;AGTR1;CYP2E1;SLC27A2;TLR4;ABCG2;ADH1C;ADH1B;ABCB4;GSTP1;TGFA;TNFRSF11B;PTGS2;CYP2C19;CYP3A4;THBS1;SOCS3;CYP2B6;SULT1E1;CCL5;SLCO1B3;CCL4;HMOX1;CCL2;CD14;SNCA;NGFR;BCHE;TFPI2;PLA2G2A;IGF2;IGF1;LYVE1;ESR1;TM6SF2;KRT19;IL6;LHX2;CYP1A2;NOSTRIN;HLA-DPB1;FAS;SPRY2;FMOD;HAMP;CD244;FGFR2
Neoplasm Metastasis	321/3920	1.85342009787519e-17	5.0455797895233e-15	321	0.0818877551020408	ACSM3;MT1M;SERPINE1;PRF1;SPINT2;CLDN2;ANTXR2;RXFP1;EDNRB;TDO2;MYC;PRSS8;PTGDS;EPHB1;TRIM22;GABARAPL1;SDS;KRT7;EREG;CH25H;AR;TIAM1;SFRP1;MT1A;RNF125;CRISPLD2;SFRP5;AGTR1;MT1G;MT1H;CD226;CYP2E1;MT1B;ATF3;EPHA3;CFTR;EPHA2;TSPYL5;BEX1;HEPACAM;ABCB4;SDC3;FPR1;TGFA;GATA3;CD1D;APCDD1;HSD11B1;CD79A;ADAMTS13;CYP2B6;KLRK1;EPB41L3;TSPAN7;HMOX1;ARSF;CD14;TRPM8;PROM1;HAO2;CCR1;FZD1;NGFR;EGR1;EGR3;FOXF1;SH2D1A;IGF2;GDF2;ABCA8;IGF1;PBX1;GADD45G;FOSL1;MSRA;GJB2;HAL;GPR180;ID1;CYP1A1;SNAI1;ID3;FAT4;GPR18;DIRAS3;ITK;ECM1;IL24;LRRC4;TCF21;HBB;GPT;AREG;SERPINA7;MYOM2;SERPINA4;AKAP12;EPB41L4B;STAB1;CD38;PHGDH;CD33;MME;SFTPD;BGN;IL18;SERPINB9;FOS;F3;CBFA2T3;AJAP1;CLDN10;ZEB2;GPRC5A;F9;CEACAM6;IL1B;GAS1;RARB;HCLS1;TFF2;TFF1;ANGPTL4;TLR4;ANGPTL1;ENG;CCL14;C1QA;RAMP3;ADH1B;SYNPO2;GSTP1;NR1I2;PRUNE2;KCNA3;TMPRSS2;PTN;CXCR6;PTGS2;CST7;PTGS1;SULT1E1;SERTAD1;ABI3BP;NTF3;HSD17B2;CCL19;FILIP1L;XDH;IL33;CCL21;SCTR;LILRB1;LILRB2;LYVE1;GRHL2;KLK11;SULF2;KRT19;AXL;SAA1;FOSB;FAS;SIGLEC7;SLC28A1;IL18R1;F2RL2;GALNT14;STEAP4;EPO;CD80;DEFB1;CXCL14;ZFP36;MT1DP;DACH1;ADORA3;LEPR;SVEP1;IL13RA2;PHLDA1;SLC16A4;SH3GL2;RAG1;PDGFRA;SEMA6A;SCARA5;IGFBP3;HGF;UGT2B15;CYBB;LIFR;GEM;FOLH1;LPA;S100A8;LY6E;ABCG2;CD274;CSF1R;NNMT;DPT;TNFRSF11B;VTCN1;CYP2C19;FBLN5;SOCS2;SOCS3;TBXA2R;SLCO1B3;CDH23;IGFBP6;NPTX2;FGF23;WNT2;GRIA3;RAI2;MFAP3L;CYP2J2;CD163;SRD5A2;TGFB3;TFPI2;ESR1;SELE;BMP6;TNFRSF10D;BMP5;SELP;RCAN1;NR4A1;IL6;CXCL12;PTPRC;NR4A3;SELL;NAT2;LHX2;TBXAS1;FGFR2;CXCL6;TAT;FHL1;FHL2;SLC2A3;CXCL1;RND3;ADRA1A;CXCL2;CYR61;RND1;GHR;THBD;ADAMTS2;CA3;CA2;ADAMTS1;CLEC1B;HGFAC;MBL2;NKX3-1;DACT1;MMP7;CR1;MMP2;PLA2G4A;NRG1;SSTR1;ADRA2B;ASPN;DCN;TGFBR3;ALDH1A3;CYP2A6;AIM2;MMRN1;DPPA4;IRF4;IRF8;ITGA9;RBMS3;ITIH5;CRP;COLEC10;BCL2A1;HPGD;NTN4;ITLN1;SEMA3E;CYP3A4;THBS1;CLEC3B;WNT11;RASD1;RAB25;CCL5;SLITRK3;CCL3;CCL2;FYN;NCAM1;WASF3;LGI1;NTRK2;PCDH9;GALNT3;EYA2;LUM;TPBG;PLA2G2A;B3GAT1;GZMB;KLF4;PTPN13;GSTZ1;CD4;CTH;IL2RB;SARDH;THRSP;TEK
Diabetes Mellitus	158/1507	5.07028371722697e-17	1.28382325695263e-14	158	0.104844061048441	EPO;CD80;SERPINE1;PRF1;DEFB1;AQP4;BACH2;SLC8A1;CNDP1;NR3C2;ZFP36;DACH1;MYC;LEPR;PRSS8;PTGDS;SDS;ZGPAT;SEMA6A;IGFBP3;HGF;CYBB;TIMD4;GEM;ACE2;AR;MT1A;PPP1R3B;SFRP5;AGTR1;CYP2E1;LPA;SLC27A2;ATF3;S100A8;CFTR;ABCG2;CD274;CETP;SUCNR1;CHRNA4;SLC22A1;DPT;TNFRSF11B;ADRB1;SLC5A1;GATA3;CD1D;VTCN1;CYP2C19;HSD11B1;PLAC8;SOCS3;CYP2B6;KLRK1;NPC1L1;CDH23;S100A12;HMOX1;PCK1;PROM1;PLTP;CYP2J2;NGFR;SLC14A1;EGR1;NFE2;GCKR;CD163;SRD5A2;TGFB3;EPHX2;IGF2;DEFA3;IGF1;ESR1;SELE;PBX1;BMP6;SELP;SLC2A9;CYP2C9;IL6;CXCL12;NR4A3;SELL;NAT2;CYP1A1;PEMT;ID3;SHBG;HAMP;LAMC3;TREH;FHL2;GPT;PTPN22;CYR61;GHR;CA2;ADAMTSL3;CD38;MBL2;PTGIS;NPY5R;MMP2;IL18;APOA4;FOS;HBA1;F3;APOA5;ADRA2B;DCN;MMRN1;ANGPTL6;IL1B;ANGPTL3;HCLS1;MS4A1;TLR4;UGT2B7;CRP;PLEKHH2;ADH1C;ADH1B;GSTP1;NR1I3;NR1I2;KCNA3;PTGS2;CYP3A4;CST7;THBS1;SLC7A2;PTGS1;PDE11A;RASD1;CCL5;NTF3;CCL4;CCL2;WASF3;P2RY12;BCHE;GK;GCH1;GALNT3;GCGR;PLA2G2A;B3GAT1;LILRB1;CYP8B1;IL2RB;HLA-DPB1;FAS;TEK;SIGLEC7
Autoimmune Diseases	124/1060	5.07870177941138e-17	1.28382325695263e-14	124	0.116981132075472	FCN2;CD80;SERPINE1;PRF1;DEFB1;AQP4;IKZF1;ENO3;BACH2;NR3C2;IGHG3;NUDT10;ZFP36;COTL1;TRIM22;RAG1;EOMES;PDGFRA;SDS;SEMA6A;KCNH7;IGFBP3;HGF;CYBB;TIMD4;GEM;SIGIRR;AR;CD226;IGFALS;LPA;S100A8;CD274;KLRB1;DPT;TNFRSF11B;CD1D;VTCN1;CYP2B6;ADAMTS13;KLRK1;HMOX1;SLAMF6;CD14;GRIA3;EGR1;EGR2;TGFB3;SH2D1A;IGF2;IGF1;ESR1;NR4A2;IL6;PTPRC;CXCL12;NR4A3;SELL;CILP;IL7R;KCNK5;ITK;LRRK2;FHL1;IL24;PTPN22;CXCL1;CD3E;ADRA1A;MYOM2;CYR61;FCGR3A;FCGR3B;TAGAP;CD38;PHGDH;MBL2;CR1;FCRL3;IL18;PDCD1LG2;F3;ADRA2B;F8;F9;AIM2;IL1B;DSG1;IRF8;MS4A1;DNASE1L3;TLR4;RBMS3;CRP;ANKRD55;CD5L;NR1I2;KCNA3;CXCR6;PTGS2;LILRA3;IL1RL1;CCL5;CCL2;NCAM1;SNCA;LGI1;IL33;CCL21;GZMB;LILRB1;LILRB2;GZMK;KRT19;CAMK4;IL2RB;HLA-DPB1;PLP1;SAA1;FAS;CD69;FCGR2B;CD244;IL18R1
Myocardial Infarction	116/966	8.35406486650985e-17	2.03896796983299e-14	116	0.12008281573499	FCN2;FCN3;EPO;SERPINE1;NR3C2;EDNRB;ADORA3;SVEP1;HGF;CYBB;ANK2;LIFR;AR;ACE2;FOLH1;AGTR1;LPA;PVALB;PLA1A;CETP;CHRNA4;NPR3;TNFRSF11B;ADRB1;CYP2C19;SOCS3;CYP2B6;ADAMTS13;C7;TBXA2R;HMOX1;CD14;PROM1;CYP2J2;EGR1;GCKR;CD163;CYP4F2;GFPT2;IGF2;IGF1;ESR1;SELE;BMP6;SELP;SLC2A9;CYP2C9;MSRA;RCAN1;CYP2C8;IL6;PTPRC;CXCL12;SELL;CYP1A2;CYP1A1;SHBG;HAMP;CXCL6;GPT;PIK3C2G;C8A;SERPINA4;THBD;FCGR3A;FCGR3B;CA3;ADAMTS1;MBL2;PTGIS;MMP2;CYP4A11;BGN;IL18;PLA2G4A;AMPD1;NRG1;APOA4;ABCC9;F3;ADRA2B;APOA5;DCN;F9;SLC7A8;MMRN1;IL1B;TFF1;ANGPTL4;TLR4;ENG;CRP;ADH1C;ADH1B;GSTP1;PTGER2;NR1I2;KCNA3;LCAT;PTN;PTGS2;CYP3A4;THBS1;PTGS1;WNT11;CCL5;CCL2;P2RY12;NTRK2;PLA2G2A;F11;LILRB1;KLF4;TM6SF2;FAS;TEK
Chronic Obstructive Airway Disease	91/669	1.12929664728301e-16	2.66438722315639e-14	91	0.136023916292975	VIPR1;SIGLEC9;EPO;GPR65;HHIP;CD80;TAT;SERPINE1;PRF1;DEFB1;PTPN22;CXCL1;IL1RAP;DBH;CXCL14;CXCL2;AKAP12;EDNRB;LEPR;RNF150;PTGDS;SLC16A4;CD33;MBL2;SDS;SEMA6A;HGF;MMP2;SFTPD;IL18;CYBB;NRG1;TGFBR3;CH25H;HCK;CYP2A6;GPRC5A;MMRN1;CD8A;IL1B;RARB;CYP2E1;TLR4;S100A8;SLC27A5;CFTR;CRP;CHRNA4;GSTP1;NR1I2;CD5L;KCNA3;TNFRSF11B;CXCR6;PTGS2;CD1C;FBLN5;PTGS1;HSD11B1;SOCS3;IL1RL1;KLRK1;CCL5;NTF3;HMOX1;CCL2;CD14;TRPM8;XDH;EGR1;IL33;CD163;TSLP;PLA2G2A;GZMB;FOSL1;MFAP4;MARCO;IL6;SELL;NAT2;CTH;CYP1A2;GPR182;CD207;CYP1A1;SNAI1;HLA-DPB1;SARDH;CNTN4;KLKB1
Vascular Diseases	66/401	1.95101863383986e-16	4.45461609365114e-14	66	0.164588528678304	CXCL6;ECM1;EPO;SERPINE1;FHL2;AREG;CYR61;NR3C2;THBD;RGS1;MBL2;PTGIR;HGF;BGN;CYBB;FOS;F3;APOA5;ACE2;MMRN1;IL1B;AGTR1;IRF8;LPA;TLR4;S100A8;ENG;ABCG2;CRP;CETP;SYNPO2;KCNA3;TGFA;TNFRSF11B;CFP;PTGS2;THBS1;FBLN5;SOCS2;SOCS3;NTF3;HMOX1;CCL2;CD14;P2RY12;EGR1;IL33;GCH1;CYP4F2;PLA2G2A;GZMB;IGF1;KLF4;ESR1;SELE;SELP;CYP2C9;MSRA;NR4A1;BHMT;IL6;CXCL12;NR4A3;CTH;CYP1A1;FOSB
Infection	74/492	4.39123792013648e-16	9.71286937460189e-14	74	0.150406504065041	VIPR1;CLEC4M;CD80;PRF1;DEFB1;PTPN22;CYR61;FCGR3A;IGHG2;MYC;CD38;TRIM22;CD33;MBL2;PDGFRA;NFAM1;MMP2;SFTPD;IL18;FOS;PDCD1LG2;F3;ACE2;HCK;MT1A;IL1B;TFF2;MASP2;ATF5;TLR4;CFTR;ENG;CRP;CD274;BCL2A1;GSTP1;PLA2G5;CD1D;PTGS2;PTGS1;SOCS3;IL1RL1;C6;KLRK1;CCL5;CCL3;HMOX1;CCL2;CCL19;CD14;KLRC1;XDH;CCR1;IL33;CCL21;SH2D1A;IGF2;GZMB;LILRB1;ESR1;SELE;TNFRSF10D;IL6;CD4;PTPRC;CXCL12;SELL;SAA1;FAS;KLRD1;SIGLEC1;HAMP;SIGLEC7;IL18R1
Sepsis	77/529	6.94430994425969e-16	1.48944926622637e-13	77	0.145557655954631	FCN2;SIGLEC9;CD80;TAT;SERPINE1;HBB;DEFB1;CXCL2;CYR61;THBD;FCGR3A;FCGR3B;TAGAP;COTL1;MBL2;RAG1;SEMA6A;MMP2;SFTPD;IL18;AMPD1;CYBB;PLA2G4A;IRAK3;FOS;SSTR1;F3;GEM;ACE2;F8;SFRP1;F9;CRISPLD2;IL1B;MASP2;TLR4;ATF3;S100A8;CRP;CETP;NR1I3;NR1I2;PTGS2;SLC7A2;SOCS3;IL1RL1;ADAMTS13;SULT1E1;CCL4;HMOX1;CCL2;CD14;XDH;NFE2;IL33;NAPSA;CD163;F11;PDE2A;PLA2G2A;GZMB;SELE;GZMK;NR4A2;SELP;RCAN1;MARCO;CYP2C8;IL6;CXCL12;SELL;CTH;CYP1A2;SAA1;FOSB;FAS;TEK
leukemia	185/1941	1.15709605702206e-15	2.40880173282416e-13	185	0.095311695002576	CDA;EPO;CD80;AQP9;PRF1;MRGPRF;IKZF1;BACH2;ZFP36;DACH1;EDNRB;MYC;LEPR;RAG1;PRIMA1;PDGFRA;LAG3;SEMA6A;IGFBP3;HGF;CYBB;KRT7;LIFR;GEM;AR;TIAM1;SFRP1;CD8B;CD8A;FEZ1;SFRP5;KLRF1;ATF5;S100A8;CFTR;ABCG2;CD274;CSF1R;BEX1;ABCB4;SLC22A1;TGFA;GATA3;CD1D;CD1C;APCDD1;SOCS2;SOCS3;CD79A;ADAMTS13;CYP2B6;KLRK1;APOF;TNFRSF17;HMOX1;CD14;KLRC1;PROM1;FGF23;GRIA3;CYP2J2;NGFR;EGR1;EGR3;TSLP;TFPI2;SH2D1A;SIGLEC10;IGF2;PRG4;IGF1;PPBP;ESR1;SELE;PBX1;BMP6;SELP;CYP26A1;RCAN1;NR4A1;IL6;HAL;CXCL12;PTPRC;NR4A3;NAT1;TRPV6;SELL;NAT2;ID1;ID4;CYP1A1;ID3;KLRD1;IL7R;FGFR2;IGHM;SIGLEC9;TREH;TAT;IL24;FHL2;GPT;ADRA1A;ADAMTS2;FCER1A;CD38;AOX1;PHGDH;ANXA8;CD33;PRKG1;MBL2;DACT1;DUSP2;PACRG;PTGIR;MMP7;CR1;MME;MMP2;IL18;GFRA1;FOS;HBA1;PDCD1LG2;F3;ADRA2B;CBFA2T3;PLSCR1;ZEB2;GPRC5A;F9;NCOR1;IRF4;CEACAM6;IL1B;IRF8;RARB;CD48;MS4A1;ASPA;TLR4;ANGPTL1;RBMS3;CRP;ITIH4;BCL2A1;GSTP1;NR1I3;HDC;NR1I2;KCNA3;HSD17B13;CXCR6;PTGS2;CYP3A4;THBS1;PTGS1;IL1RL1;WNT11;CCL4;CCL3;CCL2;NCAM1;BCHE;SCD5;B3GAT1;GZMB;KLF4;PTPN13;DHODH;KRT19;CLEC2B;AXL;CAMK4;IL2RB;HLA-DPB1;FAS;SIGLEC1;TEK;FCGR2B;SIGLEC7;CD244;IL18R1
Multiple Sclerosis	123/1106	3.2613855665209e-15	6.59545343995284e-13	123	0.11121157323689	CLSTN2;EPO;CD80;SERPINE1;PRF1;AQP4;BACH2;NR3C2;IGHG3;RGS1;TRIM22;EOMES;PDGFRA;LAG3;ZGPAT;KCNH7;GEM;CH25H;AR;CD8A;SLC9A9;AGTR1;CD226;MASP2;MASP1;LPA;ATF3;PVALB;LY6E;ABCG2;CD274;CSF1R;KLRB1;SLC1A1;SLC1A2;TNFRSF11B;GATA3;CD1D;CYP2C19;APCDD1;SOCS3;CYP2B6;KLRK1;SLAMF7;S100A12;HMOX1;ARSF;CD14;PCK1;CCR1;EGR2;TSLP;IGF2;IGF1;ESR1;SELE;TNFRSF10D;BMP5;NR4A2;NR4A1;IL6;CXCL12;PTPRC;NAT1;IL7R;KCNK5;PTPN22;CXCL1;CXCL2;FCGR3A;FCGR3B;ADAMTS1;TAGAP;GRM8;PHGDH;MBL2;MMP7;MMP2;FCRL3;IL18;PLA2G4A;NRG1;PDCD1LG2;CYP7B1;DCN;CLDN11;F9;IL1B;IRF8;MS4A1;TLR4;CRP;ANKRD55;NR1I2;KCNA3;ITLN1;CYP3A4;CST7;LILRA3;THBS1;CCL5;CCL3;CCL2;FYN;NCAM1;CCL19;RIC3;BCHE;KCNJ10;CCL21;GZMB;LILRB1;LILRB2;GZMK;CD4;AXL;POU2AF1;IL2RB;HLA-DPB1;PLP1;FAS;CD69;IL18R1
